Método,Tamaño Trayectoria,Epsilon,Distancia Media (m),Distancia Máx (m),Desv. Estándar (m),Error Longitud (m),Error Dirección (rad),Hausdorff (m),Tiempo (s),Run
PivotSampling,908,1362,97.50564197137346,494.16883761344735,70.18722782655094,96514.33645747899,1.7273028262480281,0.0037529810307453297,33.70409393310547,8
PivotSampling,908,1362,92.62708844599749,508.5404247493626,66.0484884913119,91646.67684098837,1.7189801882923437,0.004683871741250872,34.059821128845215,9
PivotSampling,908,1816,74.34441924431025,372.4687108370957,51.666692142534444,70154.36832026107,1.6595446207361841,0.0024246875261127237,31.47413945198059,0
PivotSampling,908,1816,79.07467640963539,311.9259096683602,53.273803183125395,74811.48308164868,1.5926587967411656,0.0020185032077828994,31.388694286346436,1
PivotSampling,908,1816,75.63564539947545,292.5077470288278,52.837929222225135,67583.82471487568,1.6406346928392914,0.002532307065076019,31.540085792541504,2
PivotSampling,908,1816,77.95032520157947,343.6447069309438,56.62539916044541,74087.50473984191,1.6636846298388346,0.0024043529338519908,31.951717376708984,3
PivotSampling,908,1816,74.47804437671687,287.345153108523,51.32908514153005,71062.91882430945,1.6382369481171006,0.002592387219251647,31.32981586456299,4
PivotSampling,908,1816,75.21101779986357,348.7688205136105,52.42677083371064,70652.93306781107,1.616734729300654,0.0025023013270439854,15.279141902923584,5
PivotSampling,908,1816,77.98671861041042,396.6154257149798,58.854250473686214,72185.09480120591,1.6520137815487388,0.0025076511299864063,14.876692056655884,6
PivotSampling,908,1816,76.79155114581711,346.9959965692545,53.477883249186306,69805.18932342401,1.5972953356670616,0.002261950788053325,15.056137561798096,7
PivotSampling,908,1816,75.34864072193308,369.84478108665365,53.82978234288028,71393.23242429315,1.6066980775343156,0.0025508936000818395,14.994095087051392,8
PivotSampling,908,1816,74.75176183288588,404.9041478003556,55.65506535186842,68867.23179722234,1.5911566324428492,0.0027237332912063714,15.170337200164795,9
PivotSampling,908,2270,62.97497008149203,274.2651433711689,45.34321697130992,56325.6289223752,1.588004589883765,0.0018710304834296683,15.037068843841553,0
PivotSampling,908,2270,62.2463722181436,255.8642237287729,40.924951770266965,53771.86459819985,1.537850798776295,0.0017021043418643117,14.83516526222229,1
PivotSampling,908,2270,64.06867799655683,331.4617848450892,47.36866385998552,55498.158598453614,1.5695925371345025,0.0025076511299864063,15.080452919006348,2
PivotSampling,908,2270,62.67265121166673,315.6538995413076,45.005384347409816,55230.29531830023,1.5414050642582813,0.002377191387098441,14.975021600723267,3
PivotSampling,908,2270,62.258235861391434,260.61006210732234,44.801358594119215,53834.45180063141,1.526486930986373,0.0019609423107758606,14.339903116226196,4
PivotSampling,908,2270,63.319289679803404,292.63733170149396,45.04191015181385,55331.57305984849,1.5579482800033317,0.002160055475219797,14.367451667785645,5
PivotSampling,908,2270,63.90868102232563,294.5268450425422,45.60102332680269,55641.47528983051,1.540544613087519,0.0019158150744131687,14.30671763420105,6
PivotSampling,908,2270,62.434257468616515,269.4883273914216,40.787557258077264,54279.66780376949,1.523250246283222,0.0022594787870599447,14.42646074295044,7
PivotSampling,908,2270,65.14617639333939,267.34359873689147,46.21653311440254,55335.26211030056,1.5143369336373897,0.0017286488360507934,14.473164796829224,8
PivotSampling,908,2270,62.974404778295316,356.002650139432,44.206105390847064,55549.59463981767,1.5485294459986705,0.0019245560605586573,14.366083145141602,9
PivotSampling,908,2724,55.32914750859967,239.16057903848082,36.82128013801339,43996.728446894056,1.4625028698355858,0.0018710304834296683,14.597923517227173,0
