Método,Tamaño Trayectoria,Epsilon,Distancia Media (m),Distancia Máx (m),Desv. Estándar (m),Error Longitud (m),Error Dirección (rad),Hausdorff (m),Tiempo (s),Run
AnchorSampling,908,1816,91.67752904921257,1097.7640284452173,130.96692526748944,29573.98795720753,1.3917731935323336,0.012866645140363502,5.104433536529541,7
AnchorSampling,908,1816,51.65069512670254,801.5836194298219,69.51395067438315,35460.19819631837,1.3854173173078497,0.003138351855674097,5.052302837371826,8
AnchorSampling,908,1816,48.52431222007637,542.2922107759831,48.12439353401544,30061.3058941275,1.360352724752219,0.006363633123348473,5.215510606765747,9
AnchorSampling,908,2270,1053.2392545579794,2404.314162306077,384.0381826177616,7554.486802148881,1.2210483970883363,0.02822253041528631,5.050135850906372,0
AnchorSampling,908,2270,45.61368688124679,670.5246504921798,53.91883121815768,25036.338251774447,1.3240843885786702,0.004912093030256763,5.101020097732544,1
AnchorSampling,908,2270,100.76508278648991,1162.776126156522,157.32192546864422,28681.35798009661,1.2985709187287118,0.013648964817489822,5.054469585418701,2
AnchorSampling,908,2270,46.281069184285755,801.5836194298219,65.11837376470908,27556.261122453463,1.3208130218668521,0.0008349273481407565,5.121826410293579,3
AnchorSampling,908,2270,194.48902663574728,1844.623440645429,282.3792508684184,24203.389270293737,1.3189801947167101,0.021035562753021594,5.013700723648071,4
AnchorSampling,908,2270,47.50173859108155,801.5836194298219,75.84087964304736,25438.583423625874,1.2907792514270169,0.007172926467640476,5.142940998077393,5
AnchorSampling,908,2270,46.13309093980516,801.5836194298219,60.075247000531995,26995.983290171665,1.2994207841632721,0.0004936280011639842,5.1163249015808105,6
AnchorSampling,908,2270,64.66131229906584,956.3039699757283,92.02459288644394,26010.098953558467,1.329458536828695,0.011220250566664735,5.091818571090698,7
AnchorSampling,908,2270,47.54280127037717,797.8492751648191,69.4999213147829,29327.656332170045,1.3235716826660457,0.00394455621693821,5.125181198120117,8
AnchorSampling,908,2270,603.2661105935974,1992.5119947639887,385.79263044920447,15813.275464821816,1.2648367535528529,0.02337955288202613,5.135077238082886,9
AnchorSampling,908,2724,44.17039873708151,801.5836194298219,62.56734665864214,23518.150619691696,1.3025440276953442,0.005554455238626406,5.151026964187622,0
AnchorSampling,908,2724,44.011598187529586,801.5836194298219,64.40382646726901,23801.630499790102,1.2631460442066522,0.0007489042301405862,5.145632028579712,1
AnchorSampling,908,2724,96.60906909097685,1162.776126156522,152.86050512925635,19608.033499781013,1.2830360558226117,0.013648964817489822,5.1470046043396,2
AnchorSampling,908,2724,43.385390893691984,801.5836194298219,60.26091879026441,22534.512772354086,1.2938523690056885,0.003138351855674097,5.05051326751709,3
AnchorSampling,908,2724,736.374364769966,2128.459243032611,384.2978853325012,13511.949131403033,1.2715150351438718,0.024983875114599385,5.10661244392395,4
AnchorSampling,908,2724,151.6310715225054,1829.736830912218,243.14448895434572,22072.267375154006,1.3118764604209712,0.02061253326959044,5.06871485710144,5
AnchorSampling,908,2724,76.96009336870287,1102.8851207121468,118.43143065281696,22695.29348549471,1.294199612343641,0.012901898504541926,4.9936583042144775,6
AnchorSampling,908,2724,44.36269325256335,801.5836194298219,67.23728600280747,21732.180076359633,1.2900539585638167,0.006404039046983086,5.071063756942749,7
AnchorSampling,908,2724,48.46528958189255,818.4746866229538,73.85967923892575,19014.69227156407,1.2850261425789193,0.009604418609109707,5.108272075653076,8
AnchorSampling,908,2724,586.472529111949,1990.5354668763403,386.6934346100044,14159.389560599206,1.2878286365368288,0.02336587794320626,5.1356306076049805,9
AnchorSampling,908,3178,1236.1995735933165,2477.894697560759,392.4310793541422,8915.737715582169,1.2241613923472838,0.029065206565805267,4.976881980895996,0
AnchorSampling,908,3178,103.9588618234203,1596.8431043334588,175.328349263925,21408.645352171596,1.2717219942806184,0.01800122204869353,5.028595447540283,1
AnchorSampling,908,3178,42.80224470651572,801.5836194298219,65.25324493519423,19409.374230318397,1.2513805240664735,0.005600701972486173,5.1038970947265625,2
AnchorSampling,908,3178,41.77000169592719,801.5836194298219,64.4006714853256,19024.35828823837,1.263530441179845,0.004799500297377257,5.150456428527832,3
AnchorSampling,908,3178,172.6353035833823,1867.509182338738,267.75315292745523,15145.743629840437,1.242975029776451,0.021198207651506405,5.100365161895752,4
AnchorSampling,908,3178,112.28245127925989,1856.0246100861727,188.99194272485045,15837.619826294913,1.2372371080732627,0.020495340411112683,5.123862028121948,5
AnchorSampling,908,3178,138.35150346693152,1856.656227897065,226.74213073967277,18204.026631231245,1.2734980331076593,0.020806267459190918,5.0757832527160645,6
AnchorSampling,908,3178,107.78252846882634,1765.952737578683,182.5877571628265,14613.676111178354,1.292058058191157,0.019533761695816245,5.082167863845825,7
AnchorSampling,908,3178,1287.893238848076,2546.7340212098393,389.3348227179945,14938.62149273967,1.219116562401673,0.029873980546886256,4.740575313568115,8
AnchorSampling,908,3178,59.009671265006,959.243294395696,89.05717642402587,19370.6961211467,1.2660859127180157,0.011243216282071894,5.24842095375061,9
AnchorSampling,908,3632,41.38881525174443,801.5836194298219,63.85553614304037,19643.741518530434,1.2188173833630642,0.0023213141498513584,5.186599493026733,0
AnchorSampling,908,3632,519.5632825399726,1921.5747310329602,373.2944389229952,4824.9478246366325,1.243829543443688,0.022556270158444223,5.1381731033325195,1
AnchorSampling,908,3632,58.54559336008777,959.243294395696,89.22578080974449,17270.207394893885,1.217164788699121,0.011243216282071894,5.089685678482056,2
AnchorSampling,908,3632,1287.893238848076,2546.7340212098393,389.3348227179945,14938.62149273967,1.219116562401673,0.029873980546886256,4.741782188415527,3
AnchorSampling,908,3632,625.2583405265863,2001.8173861728212,387.2060194320178,1670.5444449826155,1.222090538495923,0.023405561286086885,5.2533111572265625,4
AnchorSampling,908,3632,585.2438629029673,1990.5354668763403,384.03258788134934,7169.637263665181,1.2671205812069184,0.02336587794320626,5.239112615585327,5
AnchorSampling,908,3632,765.451409300795,2130.306757971377,387.35310468267323,5433.493753444911,1.2549545767879617,0.024994197433176456,5.193445920944214,6
AnchorSampling,908,3632,41.57507156409754,801.5836194298219,64.50985914470817,20035.15499027566,1.2260552488504226,0.003209901290810249,5.118487596511841,7
AnchorSampling,908,3632,42.24700810387725,822.7607420706657,70.96361550633975,19399.872602967953,1.2146161070130763,0.006363633123348473,5.034637212753296,8
AnchorSampling,908,3632,42.007976503517895,801.5836194298219,66.19355633461097,20734.938740117657,1.2061817776985109,0.0011684872481332895,5.079391002655029,9
AnchorSampling,908,4086,251.05706997437937,1668.185504957103,316.7397134375933,16548.422601369937,1.216624695274555,0.019473158569915404,5.158118486404419,0
AnchorSampling,908,4086,916.6952296473629,2266.3856243025884,384.4945361618371,723.8037898006878,1.2505505707412843,0.026603199643852885,5.140604496002197,1
AnchorSampling,908,4086,37.3186770824934,807.722213542474,54.49997160407238,16919.650045913208,1.188469370396433,0.0004966912478893724,5.09090518951416,2
AnchorSampling,908,4086,1101.9500321972548,2405.9478143257866,387.3748796396169,11152.658385871286,1.2195235947462382,0.028223623061218325,5.48668909072876,3
AnchorSampling,908,4086,39.876789074282776,801.5836194298219,59.30277563456786,18947.65161242662,1.2349248148962881,0.003138351855674097,5.066193103790283,4
AnchorSampling,908,4086,1162.5554979366352,2473.279127311031,382.8824374875527,10700.49995439896,1.2246371452911227,0.029033259990103994,5.19202733039856,5
AnchorSampling,908,4086,40.584394121595345,801.5836194298219,63.99135355454229,19103.205889690376,1.2014849516513537,0.0007238279346425645,4.860583066940308,6
AnchorSampling,908,4086,135.08964059012598,1767.9656597805902,224.45826167223228,15197.591858386417,1.2478920877403987,0.019855819536020464,5.275784730911255,7
AnchorSampling,908,4086,40.31076971795249,801.5836194298219,64.87043717945555,18759.81622774696,1.2089013296105644,0.003936730634500148,5.044236660003662,8
AnchorSampling,908,4086,359.49765309933656,1783.6560093232602,357.1928230561931,8050.48591517173,1.2097427807607055,0.020937073540017715,5.603949069976807,9
AnchorSampling,908,4540,40.05379961097526,801.5836194298219,66.82863136392325,16198.126716166526,1.2121552092096333,0.006404039046983086,5.135846138000488,0
AnchorSampling,908,4540,818.7740782585809,2202.6204449447873,383.9849960133591,849.8793494725251,1.2338549813499895,0.0258035349531342,5.396333694458008,1
AnchorSampling,908,4540,185.21969832388493,1598.1091493395675,277.60906953663704,8863.931580949002,1.2079463884920436,0.018655451358956104,5.181791543960571,2
AnchorSampling,908,4540,94.09014601267774,1831.0541135659537,162.7674377458209,10993.35367500759,1.2122151137486674,0.0200125997264006,4.713289260864258,3
AnchorSampling,908,4540,168.52102741578582,1509.7060719229287,260.83664173403963,11849.690701894478,1.2108952365018113,0.017711607518081495,6.6608569622039795,4
AnchorSampling,908,4540,45.906133775419605,818.4746866229538,73.58168953393026,14760.301095325996,1.2042555160128539,0.009604418609109707,10.025767803192139,5
AnchorSampling,908,4540,711.3262596402601,2061.4068704498045,390.1400080784652,4518.135656351706,1.2397159020782205,0.02418870843205476,9.889764785766602,6
AnchorSampling,908,4540,1102.0107396490876,2404.314162306077,387.3017110085849,10309.59470397792,1.1920796841874615,0.028223623061218325,9.69200611114502,7
AnchorSampling,908,4540,165.4783612713289,1544.1509157393298,261.2217039498759,18451.322551148056,1.2536095424432925,0.017950450800682995,10.035348892211914,8
AnchorSampling,908,4540,39.55382690858221,801.5836194298219,65.58414206916443,16058.896514178496,1.1934971488054145,0.0057244821353406835,9.815636396408081,9
