0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,111,1,0,0,0,0,13,0,3,0,0,0,1,0,0,0
1,2,2,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,4,8,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,4,1,0,0,0,2,0,0,0,0,0,0
1,0,1,0,0,1,2,19,1,1,0,46,0,0,7,0,0,0
0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0
0,0,1,0,0,0,0,1,0,7,0,0,0,1,1,0,0,1
0,0,16,1,1,0,0,0,2,0,2,0,0,0,0,0,2,0
0,0,0,0,0,0,2,23,0,1,0,18,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,4,0,13,2,0,0,0
0,0,2,0,4,0,0,12,2,1,0,0,0,2,36,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
